Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Japan,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Jordan,<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers."
Kazakhstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Kenya,20 000 ,14 000 , 28 000,,26 000 ,18 000 , 38 000,,35 000 ,24 000 , 48 000,,44 000 ,31 000 , 60 000,,55 000 ,40 000 , 74 000,,66 000 ,49 000 , 88 000,,78 000 ,58 000 , 100 000,,89 000 ,68 000 , 110 000,,100 000 ,78 000 , 130 000,,110 000 ,88 000 , 140 000,,120 000 ,96 000 , 140 000,,130 000 ,100 000 , 150 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,130 000 ,120 000 , 150 000,,130 000 ,110 000 , 140 000,,120 000 ,100 000 , 130 000,,99 000 ,86 000 , 110 000,,86 000 ,74 000 , 98 000,,74 000 ,63 000 , 85 000,,64 000 ,53 000 , 75 000,,57 000 ,46 000 , 69 000,,49 000 ,38 000 , 60 000,,48 000 ,37 000 , 60 000,,47 000 ,36 000 , 59 000,,43 000 ,33 000 , 54 000,,36 000 ,27 000 , 46 000,
Kuwait,<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers."
Kyrgyzstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
Lao People's Democratic Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Latvia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Lebanon,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Lesotho,<200 ,<100 , <200,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , 1100,,1400 ,<1000 , 1900,,2200 ,1500 , 2900,,3200 ,2300 , 4300,,4400 ,3200 , 5800,,5800 ,4300 , 7600,,7300 ,5500 , 9500,,8900 ,6800 , 11 000,,11 000 ,8200 , 13 000,,12 000 ,9700 , 15 000,,13 000 ,11 000 , 16 000,,14 000 ,12 000 , 17 000,,15 000 ,13 000 , 18 000,,15 000 ,13 000 , 17 000,,13 000 ,12 000 , 15 000,,10 000 ,9100 , 12 000,,9100 ,7800 , 10 000,,8500 ,7200 , 9700,,8100 ,6800 , 9400,,8800 ,7400 , 10 000,,9400 ,8000 , 11 000,,10 000 ,8500 , 11 000,,10 000 ,9000 , 12 000,,9900 ,8500 , 11 000,
Liberia,<1000 ,<500 , 1600,,<1000 ,<500 , 2000,,1100 ,<500 , 2300,,1400 ,<1000 , 2700,,1800 ,<1000 , 3200,,2200 ,1000 , 3800,,2700 ,1300 , 4300,,3200 ,1700 , 5000,,3700 ,2100 , 5600,,4200 ,2500 , 6000,,4500 ,2800 , 6100,,4700 ,3200 , 6200,,4800 ,3500 , 6100,,4900 ,3700 , 5900,,4900 ,4000 , 5800,,4900 ,4200 , 5700,,4900 ,4300 , 5600,,4600 ,4000 , 5200,,4400 ,3800 , 5000,,4200 ,3500 , 4800,,3900 ,3200 , 4500,,3500 ,2800 , 4200,,3200 ,2400 , 3900,,3000 ,2300 , 3800,,2900 ,2200 , 3700,,2900 ,2200 , 3600,,2800 ,2100 , 3500,
Lithuania,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers."
Luxembourg,<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication."
Madagascar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1300,,<1000 ,<1000 , 1500,,1100 ,<1000 , 1600,,1100 ,<1000 , 1700,,1200 ,<1000 , 1700,,1300 ,<1000 , 1700,,1300 ,1000 , 1700,,1400 ,1100 , 1700,,1400 ,1100 , 1700,,1400 ,1200 , 1800,,1500 ,1200 , 1800,,1500 ,1200 , 1800,,1500 ,1200 , 1900,,1600 ,1300 , 1900,,1600 ,1300 , 2000,
Malawi,18 000 ,14 000 , 24 000,,22 000 ,17 000 , 28 000,,26 000 ,20 000 , 32 000,,30 000 ,24 000 , 37 000,,34 000 ,28 000 , 42 000,,39 000 ,32 000 , 48 000,,44 000 ,36 000 , 54 000,,50 000 ,41 000 , 59 000,,55 000 ,46 000 , 65 000,,59 000 ,50 000 , 69 000,,63 000 ,54 000 , 74 000,,67 000 ,58 000 , 77 000,,70 000 ,61 000 , 79 000,,73 000 ,64 000 , 81 000,,74 000 ,66 000 , 82 000,,73 000 ,65 000 , 80 000,,70 000 ,62 000 , 76 000,,64 000 ,57 000 , 70 000,,57 000 ,51 000 , 62 000,,51 000 ,45 000 , 56 000,,45 000 ,39 000 , 51 000,,41 000 ,35 000 , 47 000,,37 000 ,32 000 , 43 000,,32 000 ,26 000 , 38 000,,28 000 ,23 000 , 34 000,,26 000 ,21 000 , 33 000,,24 000 ,20 000 , 31 000,
Malaysia,<100 ,<100 , <100,,<200 ,<100 , <500,,<1000 ,<200 , <1000,,1200 ,<500 , 1800,,2200 ,1000 , 3200,,3300 ,1900 , 4700,,4500 ,2900 , 6200,,5500 ,3800 , 7300,,6400 ,4700 , 8300,,7100 ,5500 , 9000,,7700 ,6100 , 9600,,8200 ,6500 , 10 000,,8200 ,6700 , 10 000,,8200 ,6700 , 10 000,,8300 ,6800 , 10 000,,8400 ,6900 , 10 000,,8500 ,6900 , 10 000,,8500 ,7000 , 10 000,,8500 ,7000 , 10 000,,8500 ,7000 , 10 000,,8500 ,7000 , 10 000,,8500 ,7000 , 10 000,,8400 ,7000 , 10 000,,8500 ,7100 , 10 000,,8300 ,7000 , 9900,,7800 ,6500 , 9200,,7000 ,5900 , 8300,
Maldives,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Mali,1600 ,<1000 , 3400,,1900 ,<1000 , 4100,,2300 ,1100 , 4700,,2700 ,1300 , 5300,,3100 ,1600 , 5800,,3600 ,1900 , 6200,,4000 ,2300 , 6600,,4500 ,2700 , 7000,,4900 ,3100 , 7200,,5300 ,3500 , 7500,,5800 ,4000 , 7600,,6200 ,4500 , 7800,,6600 ,5000 , 8000,,6900 ,5500 , 8100,,7100 ,5900 , 8100,,6900 ,5900 , 7800,,7000 ,6100 , 8000,,6500 ,5600 , 7500,,6100 ,5100 , 7100,,5700 ,4700 , 6800,,5500 ,4300 , 6500,,5200 ,4000 , 6300,,4800 ,3500 , 6000,,5300 ,4000 , 6500,,6200 ,4900 , 7500,,6400 ,5200 , 7700,,6100 ,4800 , 7500,
Malta,<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers."
Mauritania,<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable.",<500 ,<200 , <1000,"Historical incidence trends were not available or not reliable.",<500 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<500 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1000,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1000,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1100,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1000,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1100,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1100,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1100,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1100,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1200,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1200,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1200,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , 1200,"Historical incidence trends were not available or not reliable."
Mexico,2500 ,2000 , 3100,,2900 ,2400 , 3600,,3400 ,2800 , 4100,,3900 ,3200 , 4600,,4300 ,3700 , 5100,,4500 ,3800 , 5200,,4700 ,4100 , 5500,,5100 ,4400 , 5900,,5600 ,4800 , 6300,,6100 ,5300 , 6900,,6400 ,5600 , 7200,,6200 ,5500 , 6900,,6100 ,5400 , 6800,,5800 ,5100 , 6500,,5400 ,4700 , 6200,,5700 ,4900 , 6400,,5700 ,4900 , 6500,,5400 ,4600 , 6200,,5200 ,4400 , 6000,,5100 ,4300 , 6000,,5400 ,4500 , 6300,,5700 ,4800 , 6600,,5700 ,4700 , 6600,,5000 ,4000 , 5900,,4900 ,3900 , 5900,,4800 ,3800 , 5900,,4200 ,3300 , 5300,
