Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Jordan,<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers."
Kazakhstan,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1300,,1200 ,1000 , 1400,,1300 ,1100 , 1500,,1400 ,1200 , 1600,,1600 ,1400 , 1800,,1700 ,1500 , 2000,,1900 ,1600 , 2100,,2100 ,1800 , 2400,,2200 ,1900 , 2500,,2400 ,2000 , 2800,,2500 ,2100 , 3000,,2700 ,2200 , 3300,,2800 ,2200 , 3600,,2900 ,2300 , 3900,,2900 ,2100 , 3900,
Kenya,180 000 ,150 000 , 220 000,,200 000 ,170 000 , 250 000,,220 000 ,180 000 , 260 000,,230 000 ,190 000 , 260 000,,230 000 ,190 000 , 260 000,,210 000 ,190 000 , 240 000,,200 000 ,170 000 , 230 000,,180 000 ,160 000 , 200 000,,160 000 ,140 000 , 180 000,,140 000 ,120 000 , 160 000,,120 000 ,110 000 , 140 000,,110 000 ,94 000 , 130 000,,100 000 ,87 000 , 120 000,,95 000 ,81 000 , 110 000,,92 000 ,79 000 , 110 000,,91 000 ,79 000 , 100 000,,89 000 ,78 000 , 100 000,,90 000 ,78 000 , 100 000,,83 000 ,70 000 , 96 000,,83 000 ,69 000 , 97 000,,79 000 ,65 000 , 94 000,,77 000 ,62 000 , 92 000,,78 000 ,62 000 , 93 000,,77 000 ,61 000 , 94 000,,73 000 ,57 000 , 90 000,,66 000 ,49 000 , 83 000,,62 000 ,45 000 , 81 000,
Kuwait,<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates are for citizens of the country only. Estimates for children are not published because of small numbers."
Kyrgyzstan,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1400,,<1000 ,<500 , 1300,
Lao People's Democratic Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1100,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Latvia,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,1100 ,1000 , 1100,,1100 ,1100 , 1200,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,
Lebanon,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers."
Lesotho,5100 ,4400 , 6000,,9000 ,7900 , 10 000,,14 000 ,13 000 , 16 000,,20 000 ,18 000 , 23 000,,26 000 ,24 000 , 29 000,,31 000 ,28 000 , 34 000,,33 000 ,31 000 , 37 000,,33 000 ,31 000 , 37 000,,32 000 ,29 000 , 35 000,,29 000 ,27 000 , 32 000,,26 000 ,24 000 , 29 000,,24 000 ,22 000 , 27 000,,22 000 ,20 000 , 24 000,,21 000 ,19 000 , 23 000,,21 000 ,18 000 , 22 000,,20 000 ,18 000 , 22 000,,21 000 ,19 000 , 22 000,,21 000 ,19 000 , 22 000,,21 000 ,20 000 , 22 000,,21 000 ,20 000 , 23 000,,22 000 ,20 000 , 23 000,,21 000 ,19 000 , 23 000,,22 000 ,20 000 , 24 000,,23 000 ,20 000 , 25 000,,22 000 ,20 000 , 24 000,,22 000 ,20 000 , 24 000,,21 000 ,19 000 , 24 000,
Liberia,8100 ,4000 , 13 000,,7000 ,3900 , 11 000,,7100 ,4300 , 9900,,7000 ,4600 , 9400,,6600 ,4600 , 8600,,6200 ,4700 , 7900,,6000 ,4800 , 7300,,6600 ,5400 , 7900,,6100 ,4700 , 7300,,5200 ,3800 , 6400,,4500 ,3200 , 5800,,4300 ,3000 , 5900,,3700 ,2500 , 5200,,3100 ,2100 , 4600,,2700 ,1800 , 3900,,2500 ,1600 , 3500,,2300 ,1600 , 3200,,2300 ,1500 , 3100,,2300 ,1500 , 3000,,2400 ,1600 , 3100,,2400 ,1700 , 3200,,2500 ,1800 , 3400,,2700 ,1900 , 3700,,3000 ,2200 , 4100,,3100 ,2200 , 4300,,3000 ,2000 , 4300,,2900 ,1900 , 4500,
Lithuania,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers."
Luxembourg,<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <100,"Estimates were unavailable at the time of publication.",<100 ,<100 , <200,"Estimates were unavailable at the time of publication.",<100 ,<100 , <200,"Estimates were unavailable at the time of publication.",<100 ,<100 , <200,"Estimates were unavailable at the time of publication.",<200 ,<100 , <200,"Estimates were unavailable at the time of publication.",<200 ,<100 , <200,"Estimates were unavailable at the time of publication.",<200 ,<100 , <200,"Estimates were unavailable at the time of publication.",<200 ,<100 , <200,"Estimates were unavailable at the time of publication."
Madagascar,<500 ,<100 , <1000,,<1000 ,<200 , 1300,,<1000 ,<500 , 1800,,1100 ,<500 , 2300,,1400 ,<1000 , 2800,,1700 ,<1000 , 3200,,2200 ,1200 , 3700,,2300 ,1400 , 3700,,2500 ,1700 , 3700,,2400 ,1700 , 3500,,2300 ,1600 , 3200,,2000 ,1500 , 2800,,1900 ,1400 , 2500,,1700 ,1200 , 2200,,1500 ,1000 , 2000,,1400 ,<1000 , 1800,,1400 ,<1000 , 1800,,1500 ,1100 , 1900,,1700 ,1300 , 2100,,2000 ,1600 , 2400,,2300 ,1800 , 2800,,2500 ,2100 , 3100,,2800 ,2300 , 3600,,3200 ,2500 , 4100,,3500 ,2600 , 4600,,3900 ,2800 , 5300,,4300 ,3000 , 6200,
Malawi,95 000 ,86 000 , 110 000,,100 000 ,92 000 , 110 000,,110 000 ,95 000 , 120 000,,110 000 ,96 000 , 120 000,,110 000 ,96 000 , 120 000,,100 000 ,94 000 , 120 000,,100 000 ,94 000 , 120 000,,100 000 ,93 000 , 110 000,,100 000 ,89 000 , 110 000,,97 000 ,87 000 , 110 000,,92 000 ,82 000 , 100 000,,88 000 ,79 000 , 95 000,,84 000 ,76 000 , 90 000,,81 000 ,73 000 , 86 000,,77 000 ,70 000 , 82 000,,74 000 ,67 000 , 79 000,,71 000 ,64 000 , 76 000,,68 000 ,61 000 , 73 000,,64 000 ,57 000 , 70 000,,61 000 ,54 000 , 70 000,,59 000 ,54 000 , 70 000,,54 000 ,48 000 , 65 000,,49 000 ,44 000 , 60 000,,45 000 ,40 000 , 55 000,,42 000 ,37 000 , 52 000,,39 000 ,33 000 , 48 000,,36 000 ,31 000 , 45 000,
Malaysia,7800 ,7100 , 8600,,20 000 ,18 000 , 22 000,,19 000 ,17 000 , 21 000,,13 000 ,12 000 , 15 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,12 000 ,10 000 , 15 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,12 000 ,10 000 , 14 000,,12 000 ,10 000 , 14 000,,11 000 ,9500 , 13 000,,11 000 ,9000 , 12 000,,10 000 ,8400 , 12 000,,9500 ,7900 , 11 000,,8700 ,7200 , 10 000,,8200 ,6800 , 9700,,7600 ,6300 , 9000,,7000 ,5800 , 8300,,6500 ,5400 , 7700,,5800 ,4800 , 6900,,5700 ,4700 , 6700,
Maldives,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Mali,8100 ,4700 , 14 000,,8600 ,5300 , 14 000,,9000 ,6100 , 13 000,,9500 ,6800 , 13 000,,10 000 ,7700 , 13 000,,10 000 ,8400 , 13 000,,11 000 ,9100 , 13 000,,11 000 ,9400 , 13 000,,11 000 ,9300 , 13 000,,12 000 ,9200 , 14 000,,11 000 ,8900 , 14 000,,11 000 ,8900 , 14 000,,11 000 ,8500 , 13 000,,11 000 ,8300 , 13 000,,9900 ,7700 , 12 000,,9500 ,7500 , 12 000,,8800 ,7000 , 11 000,,8400 ,6700 , 10 000,,7900 ,6300 , 9800,,7200 ,5500 , 9100,,6600 ,5000 , 8600,,6300 ,4400 , 8400,,6300 ,4300 , 8500,,6600 ,4500 , 8900,,6400 ,4300 , 9000,,6100 ,3900 , 8700,,5900 ,3800 , 8600,
Malta,... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",... ,... , ...,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable. Estimates for children are not published because of small numbers."
Mauritania,... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",... ,... , ...,"Historical incidence trends were not available or not reliable.",<500 ,<200 , 1100,"Historical incidence trends were not available or not reliable."
Mexico,10 000 ,9200 , 11 000,,11 000 ,9600 , 11 000,,11 000 ,10 000 , 12 000,,11 000 ,10 000 , 12 000,,12 000 ,11 000 , 12 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,
